Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,Locked,Source_ID
643,ced,didahnvwisgi,ᏗᏓᏅᏫᏍᎩ,noun,,,medicine man,,didahnvwi̋sgi,plural:dinadahnvwisgi^ᏗᎾᏓᏅᏫᏍᎩ^dinạdahnvwi̋sgi,,False,656.1
644,ced,didahyehlohi,ᏗᏓᏰᏠᎯ,noun,,,surgeon,,didahyěhlọhi,plural:dinadahyehlohi^ᏗᎾᏓᏰᏠᎯ^dinạdahyěhlọhi,,False,657.1
645,ced,didanelv’i,ᏗᏓᏁᎸᎢ,adverb,,,at home,,didánelv̋’i,,,False,658.1
646,ced,didanhtosdi,ᏗᏓᏅᏙᏍᏗ,noun,,,false teeth,,dídạnhtọsdi,,,False,659.1
647,ced,didanisohdi’i,ᏗᏓᏂᏐᏗᎢ,noun,,,cemetery,,didanǐsọ́hdi̋’i,plural:junadanisohdi’i^ᏧᎾᏓᏂᏐᏗᎢ^junạdanǐsọ́hdi̋’i,,False,660.1
648,ced,didaniyisgi,ᏗᏓᏂᏱᏍᎩ,noun,,,police officer,,didanǐyi̋sgi,plural:dinadaniyisgi^ᏗᎾᏓᏂᏱᏍᎩ^dinạdanǐyi̋sgi,,False,661.1
649,ced,didasdayvhvsgi,ᏗᏓᏍᏓᏴᎲᏍᎩ,noun,,,cook,,didasdàyv̌hṿsgi,plural:dinadasdayvhvsgi^ᏗᎾᏓᏍᏓᏴᎲᏍᎩ^dinạdasdàyv̌hṿsgi,,False,662.1
650,ced,didasdoyesgi,ᏗᏓᏍᏙᏰᏍᎩ,noun,,,barber,,didasdoye̋sgi,plural:dinadasdoyesgi^ᏗᎾᏓᏍᏙᏰᏍᎩ^dinạdasdoye̋sgi,,False,663.1
651,ced,didasdudi’i,ᏗᏓᏍᏚᏗᎢ,noun,,,jail,,didasdùdi̋’i,plural:junadasdudi’i^ᏧᎾᏓᏍᏚᏗᎢ^junạdasdùdi̋’i,,False,664.1
652,ced,didatihnidohi,ᏗᏓᏘᏂᏙᎯ,noun,,,leader,,didatịhnidőhi,plural:dinadatihnidohi^ᏗᎾᏓᏘᏂᏙᎯ^dinạdatịhnidőhi,,False,665.1
653,ced,didatolsdisgi,ᏗᏓᏙᎵᏍᏗᏍᎩ,noun,,,lender,,didatọlsdi̋sgi,plural:dinadatolsdisgi^ᏗᎾᏓᏙᎵᏍᏗᏍᎩ^dinạdatọlsdi̋sgi,,False,666.1
654,ced,Didawosgi,ᏗᏓᏬᏍᎩ,noun,,,Baptist,,didawősgi,plural:Dinadawosgi^ᏗᎾᏓᏬᏍᎩ^dinạdawősgi,,False,667.1
655,ced,didehlohgwasgi,ᏗᏕᏠᏆᏍᎩ,noun,,,student,,diděhlọhgwàsgi,plural:dinadehlohgwasgi^ᏗᎾᏕᏠᏆᏍᎩ^dinạděhlọhgwàsgi,,False,668.1
656,ced,didehyohvsgi,ᏗᏕᏲᎲᏍᎩ,noun,,,teacher,,didehyǒhṿsgi,plural:dinadehyohvsgi^ᏗᎾᏕᏲᎲᏍᎩ^dinạdehyǒhṿsgi,,False,669.1
657,ced,didla,ᏗᏜ,adverb,,,toward,,dídla,,,False,670.1
658,ced,didlohisdi’i,ᏗᏠᎯᏍᏗᎢ,noun,,,meeting place,,didlohịsdi̋’i,,,False,671.1
659,ced,didlvkwisdohdi,ᏗᏢᏈᏍᏙᏗ,noun,,,excuse,,didlv̌kwị́sdọhdi,,,False,672.1
660,ced,digadvdi,ᏗᎦᏛᏗ,noun,,,pear,,dịgạdv́di,,,False,673.1
661,ced,digalawisdi’i,ᏗᎦᎳᏫᏍᏗᎢ,noun,,,church,,dịgạlàwịsdi̋’i,plural:junilawisdi’i^ᏧᏂᎳᏫᏍᏗᎢ^junilàwịsdi̋’i,,False,674.1
662,ced,diga’lenvhida,ᏗᎦᎴᏅᎯᏓ,adjective,,,long-eared,,dịgạ’lěnv́hi̋da,plural:dinilenvhida^ᏗᏂᎴᏅᎯᏓ^dinilěnv́hi̋da,,False,675.1
663,ced,digalogisgi,ᏗᎦᎶᎩᏍᎩ,noun,,,farmer,,dẹgạlogi̋sgi,plural:dinilogisgi^ᏗᏂᎶᎩᏍᎩ^dinilogi̋sgi,,False,676.1
664,ced,digalvnvhi,ᏗᎦᎸᏅᎯ,noun,,,dumplings,,dịgạlv̀nvhi,,,False,677.1
665,ced,diganojahldi,ᏗᎦᏃᏣᎸᏗ,noun,,,announcement,,dịgạnǒjạhldi,,,False,678.1
666,ced,digansodi’i,ᏗᎦᎾᏐᏗᎢ,noun,,,pantry,,dịgạnsòdi̋’i,,,False,679.1
667,ced,diganulaji,ᏗᎦᏄᎳᏥ,noun,,,his ribs,,dịgạnulạji,,,False,680.1
668,ced,digatdi’i,ᏗᎦᏘᏗᎢ,noun,,,oven,,dịgàtdi̋’i,,,False,681.1
669,ced,digatisdi,ᏗᎦᏘᏍᏗ,noun,,,gig,,dịgatị́sdi,,,False,682.1
670,ced,digohweli,ᏗᎪᏪᎵ,noun,,,papers,,dịgohweli,,,False,683.1
671,ced,digohwelodi,ᏗᎪᏪᎶᏗ,noun,,,pencil,,dịgohwělòdi,,,False,684.1
672,ced,digosisohdi,ᏗᎪᏏᏐᏗ,noun,,,discussion,,dịgòsǐsọ́hdi,,,False,685.1
673,ced,diguhldisgi,ᏗᎫᎵᏗᏍᎩ,noun,,,mud dauber,,dịgụhldǐsgi,plural:dinuhldisgi^ᏗᏄᎵᏗᏍᎩ^dinụhldǐsgi,,False,686.1
674,ced,digukdisgi,ᏗᎫᎪᏗᏍᎩ,noun,,,judge,,dịgukdi̋sgi,plural:dinukdisgi^ᏗᏄᎪᏗᏍᎩ^dinukdi̋sgi,,False,687.1
675,ced,dihihi,ᏗᎯᎯ,noun,,,one that kills,,díhịhi,plural:dinihihi^ᏗᏂᎯᎯ^diníhịhi,,False,688.1
676,ced,dihlinohehdi’i,ᏗᏟᏃᎮᏗᎢ,noun,,,telephone,,dihlịnohẹhdi̋’i,plural:junahlinohehdi’i^ᏧᎾᏟᏃᎮᏗᎢ^junạhlịnohẹhdi̋’i,,False,689.1
677,ced,dihltadegi,ᏗᎵᏔᏕᎩ,noun,,,jumper,,dịhltạde̋gi,plural:dinahltadegi^ᏗᎾᎵᏔᏕᎩ^dinạhltạde̋gi,,False,690.1
678,ced,dihnawo,ᏗᎿᏬ,noun,,,clothing,,dihnạwo,,,False,691.1
679,ced,dihnawosdohdi,ᏗᎿᏬᏍᏙᏗ,noun,,,bed covers,,dihnạwósdọhdi,,,False,692.1
680,ced,dihnehihi,ᏗᏁᎯᎯ,noun,,,wrestler,,dìhněhịhi,plural:dinahnehihi^ᏗᎾᏁᎯᎯ^dinàhněhịhi,,False,693.1
681,ced,dihnesgesgi,ᏗᏁᏍᎨᏍᎩ,noun,,,carpenter,,dihnèsge̋sgi,plural:dinahnesgesgi^ᏗᎾᏁᏍᎨᏍᎩ^dinahnèsge̋sgi,,False,694.1
682,ced,dihyvgisdi,ᏗᏴᎩᏍᏗ,noun,,,spurs,,dihyv̌gìsdi,,,False,695.1
683,ced,Dijalagi,ᏗᏣᎳᎩ,noun,,,Cherokee,,dijạlạgi,,,False,697.1
684,ced,dikalvgv’i,ᏗᎧᎸᎬᎢ,noun,,,east,,dịkạlv̂gv̋’i,,,False,698.1
685,ced,dikanogisdi,ᏗᎧᏃᎩᏍᏗ,noun,,,song book,,dịkạnogi̋sdi,,,False,699.1
686,ced,dikanowadidohi,ᏗᎧᏃᏩᏗᏙᎯ,noun,,,angel,,dikạnowạdidőhi,plural:dinikanowadidohi^ᏗᏂᎧᏃᏩᏗᏙᎯ^dinikạnowạdidőhi,,False,700.1
687,ced,dikanowadvsdi,ᏗᎧᏃᏩᏛᏍᏗ,noun,,,law,,dikạnowạdv́sdi,,,False,701.1
688,ced,dikdladisgi,ᏗᎬᏜᏗᏍᎩ,noun,,,firefighter,,dịkdlạ́dìsgi,plural:dinhdladisgi^ᏗᏅᏜᏗᏍᎩ^dị́nhdlạdìsgi,,False,702.1
689,ced,dikdlvhdi,ᏗᎬᏢᏗ,noun,,,sharpener,,dịkdlṿ́hdi,,,False,703.1
690,ced,dikewi,ᏗᎨᏫ,adjective,,,blind,,dike̋wi,plural:dinikewi^ᏗᏂᎨᏫ^dinike̋wi,,False,704.1
691,ced,diktinvtdi,ᏗᎦᏘᏅᏘᏗ,noun,,,eyeglasses,,diktịnv̋tdi,,,False,705.1
692,ced,diktohdi,ᏗᎦᏙᏗ,noun,,,binoculars,,dị́ktọhdi,,,False,706.1
693,ced,dikwanayosdi,ᏗᏆᎾᏲᏍᏗ,noun,,,playing cards,,dikwạnạyǒsdi,,,False,707.1
694,ced,dikwayodi,ᏗᏆᏲᏗ,noun,,,pepper,,dikwạyődi,,,False,708.1
695,ced,dilsdoyhdi,ᏗᎵᏍᏙᏰᏗ,noun,,,scissors,,dịlsdọyhdi,,,False,709.1
696,ced,dinadahnvhli,ᏗᎾᏓᏅᏟ,noun,,,brothers,,dinạdahnv̋hli,,,False,711.1
697,ced,dinehldohdi,ᏗᏁᎵᏙᏗ,noun,,,toy,,dìnẹ́hldọhdi,,,False,712.1
698,ced,dinidahnawi,ᏗᏂᏓᎿᏫ,noun,,,enemies,,dinidáhnạwi,,,False,713.1
699,ced,disehisdi’i,ᏗᏎᎯᏍᏗᎢ,noun,,,dresser,,dìsěhị́sdi̋’i,,,False,714.1
700,ced,disesdi,ᏗᏎᏍᏗ,noun,,,numbers,,disẹ́sdi,,,False,715.1
701,ced,disuhwisdi,ᏗᏑᏫᏍᏗ,noun,,,paint,,disǔhwị́sdi,,,False,716.1
702,ced,ditalesdi,ᏗᏔᎴᏍᏗ,noun,,,drill,,ditạlěsdi,,,False,717.1
703,ced,ditesdi,ᏗᏖᏍᏗ,noun,,,iron,,ditěsdi,,,False,718.1
704,ced,ditiyohihi,ᏗᏘᏲᎯᎯ,noun,,,lawyer,,ditịyǒhịhi,plural:dinatiyohihi^ᏗᎾᏘᏲᎯᎯ^dinạtịyǒhịhi,,False,719.1
705,ced,dla’ida,ᏜᎢᏓ,noun,,,poke,,dlà’ịda,,,False,720.1
706,ced,dlameha,ᏜᎺᎭ,noun,,,bat,,dlameha,,,False,721.1
707,ced,dlanusi,ᏜᏄᏏ,noun,,,leech,,dlanúsi,,,False,722.1
708,ced,dlayhga,ᏜᏱᎦ,noun,,,bluejay,,dlàyhga,,,False,723.1
709,ced,Dlayhgv’i,ᏜᏱᎬᎢ,noun,,,Jay,,dlàyhgv̋’i,,,False,724.1
710,ced,dlogesi,ᏠᎨᏏ,noun,,,garden,,dloge̋si,,,False,725.1
711,ced,dludlu,ᏡᏡ,noun,,,purple martin,,dlùdlu,,,False,726.1
712,ced,dlv,Ꮲ,adverb,,,approximately,,dlv̋,,,False,727.1
713,ced,dlv,Ꮲ,adverb,,,somewhere,,dlv̋,nan:ilvhdlv’i^ᎢᎸᏢᎢ^ịlṿ́hdlv̋’i,,False,728.1
714,ced,Dodagwasgv’i,ᏙᏓᏆᏍᎬᎢ,noun,,,Sunday,,dǒdạ́gwàsgv̋’i,,,False,730.1
715,ced,Dodagwidena,ᏙᏓᏈᏕᎾ,noun,,,Saturday,,dǒdạ́gwide̋na,,,False,731.1
716,ced,Dodagwohnv’i,ᏙᏓᏉᏅᎢ,noun,,,Monday,,dǒdạ́gwọhnv̋’i,,,False,732.1
717,ced,dohiyu,ᏙᎯᏳ,adverb,,,really,,dohịyu,,,False,734.1
718,ced,dosa,ᏙᏌ,noun,,,mosquito,,dosa,,,False,735.1
719,ced,dosvda’li,ᏙᏒᏓᎵ,noun,,,ant,,dosv̌dạ́’li,,,False,736.1
720,ced,doyi,ᏙᏱ,adverb,,,outside,,dǒyi,,,False,737.1
721,ced,doyu,ᏙᏳ,adverb,,,really,,doyụ̋,,,False,738.1
722,ced,dudatihna’v’i,ᏚᏓᏘᎿᎥᎢ,noun,,,his/her family,,dùdatịhnạ́’v̋’i,,,False,739.1
723,ced,dudlosga,ᏚᏠᏍᎦ,verb (v.t.),,,he/she is confronted with it,,dùdlosga,1st person singular with animate/ inanimate object:dagwadlosga^ᏓᏆᏠᏍᎦ^dàgwạdlosga|3rd person singular non-progressive remote past tense:dudlosv’i^ᏚᏠᏒᎢ^dùdlosv̌’i|3rd person singular present habitual:dudlosgo’i^ᏚᏠᏍᎪᎢ^dùdlosgó’i|imperative with animate/ inanimate direct objects:dijadlohi^ᏗᏣᏠᎯ^dịjạ́dlóhi|3rd person singular infinitive:judlohisdi^ᏧᏠᎯᏍᏗ^judlohịsdi,,False,740.1
724,ced,dudo’a,ᏚᏙᎠ,verb (v.t.),,,he/she is called,,dùdo’a,1st person singular with animate/ inanimate object:dagwado’a^ᏓᏆᏙᎠ^dàgwạdó’a|3rd person singular non-progressive remote past tense:dudo’v’i^ᏚᏙᎥᎢ^dùdó’v̌’i|3rd person singular present habitual:dudo’o’i^ᏚᏙᎣᎢ^dùdó’ó’i|imperative with animate/ inanimate direct objects:dejado’esdi^ᏕᏣᏙᏒᏍᏗ^dějạ́dó’ésdi|3rd person singular infinitive:judosdi^ᏧᏙᏍᏗ^judòsdi,,False,741.1
725,ced,dudokdiha,ᏚᏙᎦᏗᎭ,verb (v.i.),,,he/she is staggering,,dùdôkdị́ha,1st person singular with animate/ inanimate object:dagwadokdiha^ᏓᏆᏙᎦᏗᎭ^dàgwạdôkdị́ha|3rd person singular non-progressive remote past tense:dudoktanv’i^ᏚᏙᎦᏔᏅᎢ^dùdôktạnv́’i|3rd person singular present habitual:dudokdisgo’i^ᏚᏙᎦᏗᏍᎪᎢ^dùdôkdǐsgọ́’i|imperative with animate/ inanimate direct objects:dijadokda^ᏗᏣᏙᎦᏓ^dịjạ́dôkda|3rd person singular infinitive:judokdohdi^ᏧᏙᎦᏙᏗ^judòkdọ́hdi,,False,742.1
726,ced,dugwenotisga,ᏚᏇᏃᏘᏍᎦ,verb (v.i.),,,he/she is getting a rash,,dùgwenótịsga,1st person singular with animate/ inanimate object:dagigwenotisga^ᏓᎩᏇᏃᏘᏍᎦ^dàgịgwenótịsga|3rd person singular non-progressive remote past tense:dugwenotisv’i^ᏚᏇᏃᏘᏒᎢ^dùgwenótịsv̌’i|3rd person singular present habitual:dugwenotisgo’i^ᏚᏇᏃᏘᏍᎪᎢ^dùgwenótịsgó’i|imperative with animate/ inanimate direct objects:dijagwenotihi^ᏗᏣᏇᏃᏘᎯ^dịjạ́gwénòtịhi|3rd person singular infinitive:jugwenotisdi^ᏧᏇᏃᏘᏍᏗ^jugwenòtị́sdi,,False,743.1
727,ced,duhlga,ᏚᎷᎦ,verb (v.i.),,,he/she has horns,,dùhlga,1st person singular with animate/ inanimate object:dagihlga^ᏓᎩᎷᎦ^dàgịhlga|3rd person singular non-progressive remote past tense:duhlgv’i^ᏚᎷᎬᎢ^dùhlgv̌’i|3rd person singular present habitual:duhlgo’i^ᏚᎷᎪᎢ^dùhlgó’i|imperative with animate/ inanimate direct objects:dejahlgesdi^ᏕᏣᎷᎨᏍᏗ^dejạ́hlgésdi,,False,744.1
728,ced,duhyvsdoysga,ᏚᏴᏍᏙᏯᏍᎦ,verb (v.i.),,,he/she is sneezing,,dùhyv̌sdôysga,1st person singular with animate/ inanimate object:dakiyvsdoysga^ᏓᎩᏴᏍᏙᏯᏍᎦ^dàkịyv̌sdôysga|3rd person singular non-progressive remote past tense:duhyvsdohyv’i^ᏚᏴᏍᏙᏴᎢ^dùhyv̌sdôhyv̌’i|3rd person singular present habitual:duhyvsdoysgo’i^ᏚᏴᏍᏙᏯᏍᎪᎢ^dùhyv̌sdôysgó’i|imperative with animate/ inanimate direct objects:dichayvsdohya^ᏗᏣᏴᏍᏙᏯ^dịchạ́yv́sdòhya|3rd person singular infinitive:juhyvsdoysdi^ᏧᏴᏍᏙᏯᏍᏗ^juhyv̌sdôysdi,,False,745.1
729,ced,duksdiha,ᏚᎦᏍᏗᎭ,verb (v.i.),,,he/she is vomiting,,dùksdịha,1st person singular with animate/ inanimate object:dagiksdiha^ᏓᎩᎦᏍᏗᎭ^dàgịksdị́ha|3rd person singular non-progressive remote past tense:dukstanv’i^ᏚᎦᏍᏔᏅᎢ^dùkstạnv́’i|3rd person singular present habitual:duksdisgo’i^ᏚᎦᏍᏗᏍᎪᎢ^dùksdǐsgọ́’i|imperative with animate/ inanimate direct objects:dijaksda^ᏗᏣᎦᏍᏓ^dịjạ́ksda|3rd person singular infinitive:juksdohdi^ᏧᎦᏍᏙᏗ^juksdọ́hdi,,False,746.1
730,ced,duktinvta,ᏚᎦᏘᏅᏔ,verb (v.t.),,,he/she is wearing glasses,,dùktịnvta,1st person singular with animate/ inanimate object:dagwaktinvta^ᏓᏆᎦᏘᏅᏔ^dàgwạktịnvta|3rd person singular non-progressive remote past tense:duktinvtv’i^ᏚᎦᏘᏅᏛᎢ^dùktịnvtv̌’i|3rd person singular present habitual:duktinvto’i^ᏚᎦᏘᏅᏙᎢ^dùktịnvtó’i|imperative with animate/ inanimate direct objects:dejaktinvtesdi^ᏕᏣᎦᏘᏅᏖᏍᏗ^dejạ́ktịnvtésdi|3rd person singular infinitive:juktinvtdi^ᏧᎦᏘᏅᏘᏗ^juktịnvtdi,,False,747.1
731,ced,dulasuhla,ᏚᎳᏑᏝ,verb (v.t.),,,he/she is wearing shoes,,dùlâsuhla,1st person singular with animate/ inanimate object:dagwalasuhla^ᏓᏆᎳᏑᏝ^dàgwạlâsuhla|3rd person singular non-progressive remote past tense:dulasuhlv’i^ᏚᎳᏑᏢᎢ^dùlâsuhlv̌’i|3rd person singular present habitual:dulasuhlo’i^ᏚᎳᏑᏠᎢ^dùlâsuhló’i|imperative with animate/ inanimate direct objects:dejalasuhlesdi^ᏕᏣᎳᏑᏞᏍᏗ^dejạ́lâsuhlésdi,,False,748.1
732,ced,Dulisdi,ᏚᎵᏍᏗ,noun,,,September,,dulìsdi,,,False,749.1
733,ced,duliyesula,ᏚᎵᏰᏑᎳ,verb (v.t.),,,he/she is wearing gloves,,dùlịyêsula,1st person singular with animate/ inanimate object:dagwaliyesula^ᏓᏆᎵᏰᏑᎳ^dàgwạlịyêsula|3rd person singular non-progressive remote past tense:duliyesulv’i^ᏚᎵᏰᏑᎸᎢ^dùlịyêsulv̌’i|3rd person singular present habitual:duliyesulo’i^ᏚᎵᏰᏑᎶᎢ^dùlịyêsuló’i|imperative with animate/ inanimate direct objects:taliyesulvga^ᏔᎵᏰᏑᎸᎦ^tạlị́yèsulv̂ga|3rd person singular infinitive:juliyesulodi^ᏧᎵᏰᏑᎶᏗ^julịyèsǔlôdi,,False,750.1
734,ced,duliyoha,ᏚᎵᏲᎭ,verb (v.t.),,,he/she is wearing socks,,dùlǐyóha,1st person singular with animate/ inanimate object:dagwaliyoha^ᏓᏆᎵᏲᎭ^dàgwalǐyóha|3rd person singular non-progressive remote past tense:duliyohv’i^ᏚᎵᏲᎲᎢ^dùlǐyóhv̌’i|3rd person singular present habitual:duliyoho’i^ᏚᎵᏲᎰᎢ^dùlǐyóhó’i|imperative with animate/ inanimate direct objects:dejaliyohesdi^ᏕᏣᎵᏲᎮᏍᏗ^dejálǐyóhésdi,,False,751.1
735,ced,dulotsgv’i,ᏚᎶᏥᎬᎢ,noun,,,fork,,dùlótsgv̋’i,,,False,752.1
736,ced,dulvhwisdaneha,ᏚᎸᏫᏍᏓᏁᎭ,verb (v.i.),,,he/she is working,,dùlv̌hwị́sdànẹha,1st person singular with animate/ inanimate object:dagilvhwisdaneha^ᏓᎩᎸᏫᏍᏓᏁᎭ^dàgịlv̌hwị́sdànẹha|3rd person singular non-progressive remote past tense:dulvhwisdanelv’i^ᏚᎸᏫᏍᏓᏁᎸᎢ^dùlv̌hwị́sdànelv̌’i|3rd person singular present habitual:dulvhwisdaneho’i^ᏚᎸᏫᏍᏓᏁᎰᎢ^dùlv̌hwị́sdànehó’i|imperative with animate/ inanimate direct objects:dijalvhwisdasi^ᏗᏣᎸᏫᏍᏓᏏ^dijạ́lv́hwịsdàsi|3rd person singular infinitive:julvhwisdanehdi^ᏧᎸᏫᏍᏓᏁᏗ^julv̌hwị́sdànẹhdi,,False,753.1
737,ced,Duninhdi,ᏚᏂᏂᏗ,noun,,,October,,dùnịnhdi,,,False,754.1
738,ced,dusdanohyvhga,ᏚᏍᏓᏃᏴᎦ,verb (v.i.),,,he/she is making footsteps,,dúsdạnohyṿhga,1st person singular with animate/ inanimate object:dagwasdanohyvhga^ᏓᏆᏍᏓᏃᏴᎦ^dàgwásdạnohyṿ́hga|3rd person singular non-progressive remote past tense:dusdanohyvhgv’i^ᏚᏍᏓᏃᏴᎬᎢ^dúsdạnohyṿhgv̌’i|3rd person singular present habitual:dusdanohyvhgo’i^ᏚᏍᏓᏃᏴᎪᎢ^dúsdạnohyṿhgó’i|imperative with animate/ inanimate direct objects:dijasdanohyvla^ᏗᏣᏍᏓᏃᏴᎳ^dịjásdạnohyv̌la|3rd person singular infinitive:jusdanohyvhlisdi^ᏧᏍᏓᏃᏴᏟᏍᏗ^jùsdạnohyvhlịsdi,,False,755.1
739,ced,dusgalesdiha,ᏚᏍᎦᎴᏍᏗᎭ,verb (v.t.),,,he/she is releasing it,,dúsgạlésdịha,1st person singular with animate/ inanimate object:dagwasgalesdiha^ᏓᏆᏍᎦᎴᏍᏗᎭ^dàgwásgạlésdịha|3rd person singular non-progressive remote past tense:dusgalestanv’i^ᏚᏍᎦᎴᏍᏔᏅᎢ^dúsgạléstạnv̌’i|3rd person singular present habitual:dusgalesdisgo’i^ᏚᏍᎦᎴᏍᏗᏍᎪᎢ^dúsgạlésdisgó’i|imperative with animate/ inanimate direct objects:dijasgalesda^ᏗᏣᏍᎦᎴᏍᏓ^dịjásgạlésda|3rd person singular infinitive:jusgalesdohdi^ᏧᏍᎦᎴᏍᏙᏗ^jùsgạlèsdọ́hdi,,False,756.1
740,ced,duyawega,ᏚᏯᏪᎦ,verb (v.i.),,,he/she is tired,,dùyạwéga,1st person singular with animate/ inanimate object:dagiyawega^ᏓᎩᏯᏪᎦ^dàgiyạwéga|3rd person singular non-progressive remote past tense:duyawejv’i^ᏚᏯᏪᏨᎢ^dùyạwéjv̌’i|3rd person singular present habitual:duyawego’i^ᏚᏯᏪᎪᎢ^dùyạwégó’i|imperative with animate/ inanimate direct objects:dijayawegi^ᏗᏣᏯᏪᎩ^dịjạ́yạ́wègi|3rd person singular infinitive:juyawesdi^ᏧᏯᏪᏍᏗ^juyạwèsdi,,False,757.1
741,ced,duyosga,ᏚᏲᏍᎦ,verb (v.t.),,,he/she is releasing it,,dùyọ́sga,1st person singular with animate/ inanimate object:dagiyosga^ᏓᎩᏲᏍᎦ^dàgị́yọsga|3rd person singular non-progressive remote past tense:duyosv’i^ᏚᏲᏒᎢ^dùyọ́sv̌’i|3rd person singular present habitual:duyosgo’i^ᏚᏲᏍᎪᎢ^dùyọ́sgó’i|imperative with animate/ inanimate direct objects:dijayohi^ᏗᏣᏲᎯ^dịjạ́yọhi|3rd person singular infinitive:juyohisdi^ᏧᏲᎯᏍᏗ^juyọ́hị́sdi,,False,758.1
742,ced,duyukdv’i,ᏚᏳᎪᏛᎢ,noun,,,truth,,dùyukdv̋’i,,,False,759.1
743,ced,edoha,ᎡᏙᎭ,verb (v.i.),,,he/she is walking around,,èdóha,1st person singular with animate/ inanimate object:gedoha^ᎨᏙᎭ^gědôha|3rd person singular non-progressive remote past tense:uwedolv’i^ᎤᏪᏙᎸᎢ^ùwědôlv̌’i|3rd person singular present habitual:edoho’i^ᎡᏙᎰᎢ^èdóhó’i|imperative with animate/ inanimate direct objects:heda^ᎮᏓ^hěda|3rd person singular infinitive:uwedasdi^ᎤᏪᏓᏍᏗ^ụwedàsdi,,False,765.1
744,ced,ega,ᎡᎦ,verb (v.i.),,,he/she is going,,éga,1st person singular with animate/ inanimate object:gega^ᎨᎦ^géga|3rd person singular non-progressive remote past tense:uwenvsv’i^ᎤᏪᏅᏒᎢ^ùwenv́sv̌’i|3rd person singular present habitual:ego’i^ᎡᎪᎢ^égó’i|imperative with animate/ inanimate direct objects:hena^ᎮᎾ^hèna|3rd person singular infinitive:uwenvsdi^ᎤᏪᏅᏍᏗ^ụwenv̀sdi,,False,766.1
745,ced,egwa,ᎡᏆ,adjective,,,huge,,e̋gwa,plural animate:janegwa^ᏣᏁᏆ^jạne̋gwa|plural inanimate:jegwa^ᏤᏆ^je̋gwa,,False,767.1
746,ced,egwoni,ᎡᏉᏂ,noun,,,sea,,egwǒni,,,False,768.1
747,ced,eha,ᎡᎭ,verb (v.i.),,,he/she lives,,ěha,1st person singular with animate/ inanimate object:ge’a^ᎨᎠ^gé’a|3rd person singular present habitual:eho’i^ᎡᎰᎢ^èhó’i|imperative with animate/ inanimate direct objects:hehesdi^ᎮᎮᏍᏗ^hehésdi,,False,769.1
748,ced,ehi,ᎡᎯ,noun,,,resident,,e̋hi,plural:anehi^ᎠᏁᎯ^ạne̋hi,,False,770.1
749,ced,ehiya’i,ᎡᎯᏯᎢ,noun,,,Indigenous,,ehiya̋’i,plural:anehiya’i^ᎠᏁᎯᏯᎢ^ạnehiya̋’i,,False,771.1
750,ced,ehlawe’i,ᎡᏝᏪᎢ,adjective,,,quiet,,ehlạwe̋’i,,,False,772.1
751,ced,ehna’i,ᎡᎿᎢ,noun,,,animal,,éhnạ’i,,,False,773.1
752,ced,eladi,ᎡᎳᏗ,adverb,,,down,,elạdi,,,False,775.1
753,ced,eli’a,ᎡᎵᎠ,verb (v.t.),,,he/she thinks so,,èlị́’a,1st person singular with animate/ inanimate object:geli’a^ᎨᎵᎠ^gelị́’a|3rd person singular non-progressive remote past tense:uwelisv’i^ᎤᏪᎵᏒᎢ^ùwelîsv̌’i|3rd person singular present habitual:elisgo’i^ᎡᎵᏍᎪᎢ^èlîsgó’i|imperative with animate/ inanimate direct objects:hela^ᎮᎳ^hěla|3rd person singular infinitive:uwelisdi^ᎤᏪᎵᏍᏗ^ụwelìsdi,,False,776.1
754,ced,eligwu,ᎡᎵᏊ,adverb,,,enough,,eli̋gwu,,,False,777.1
755,ced,eligwu,ᎡᎵᏊ,adverb,,,it’s possible,,eli̋gwu,,,False,778.1
756,ced,elisdi,ᎡᎵᏍᏗ,adverb,,,it seems that,,e̋lìsdi,,,False,779.1
757,ced,gachinosda,ᎦᏥᏃᏍᏓ,adjective,,,straight,,gachịnősda,plural:digachinosda^ᏗᎦᏥᏃᏍᏓ^dịgachịnősda,,False,786.1
758,ced,gachinosiha,ᎦᏥᏃᏏᎭ,verb (v.t.),,,he/she is straightening it,,gachịnosị́ha,1st person singular with animate/ inanimate object:jichinosiha^ᏥᏥᏃᏏᎭ^jìchịnosị́ha|3rd person singular non-progressive remote past tense:uwachinosahnv’i^ᎤᏩᏥᏃᏌᏅᎢ^ùwachịnosạhnv̌’i|3rd person singular present habitual:gachinosisgo’i^ᎦᏥᏃᏏᏍᎪᎢ^gachịnosǐsgọ́’i|imperative with animate/ inanimate direct objects:hichinosa^ᎯᏥᏃᏌ^hichịnǒsa|3rd person singular infinitive:uwachinosohdi^ᎤᏩᏥᏃᏐᏗ^ụwachịnosọhdi,,False,787.1
759,ced,gada,ᎦᏓ,noun,,,soil,,gǎda,,,False,788.1
760,ced,gada’a,ᎦᏓᎠ,verb (v.i.),,,it is hanging,,gạdạ́’a,1st person singular with animate/ inanimate object:gada’a^ᎦᏓᎠ^gạdạ́’a|3rd person singular present habitual:gada’o’i^ᎦᏓᎣᎢ^gạdạ́’ó’i|imperative with animate/ inanimate direct objects:hada’esdi^ᎭᏓᎡᏍᏗ^hạdạ́’ésdi,,False,789.1
