Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,Locked,Source_ID
139,ced,agoliye’a,ᎠᎪᎵᏰᎠ,verb (v.t.),,,he/she is reading,,àgolǐyẹ́’a,1st person singular with animate object:jigoliye’a^ᏥᎪᎵᏰᎠ^jigolǐyẹ́’a|1st person singular with inanimate object:jigoliye’a^ᏥᎪᎵᏰᎠ^jịgolǐyẹ́’a|3rd person singular non-progressive remote past tense:ugoliye’v’i^ᎤᎪᎵᏰᎥᎢ^ùgolǐyẹ́’v̌’i|3rd person singular present habitual:agoliyesgo’i^ᎠᎪᎵᏰᏍᎪᎢ^àgolǐyêsgó’i|imperative with animate direct objects:higoliya^ᎯᎪᎵᏯ^higolǐya|imperative with inanimate direct objects:higoliya^ᎯᎪᎵᏯ^hịgolǐya|3rd person singular infinitive:ugoliyedi^ᎤᎪᎵᏰᏗ^ugolǐyêdi,,False,143.1
140,ced,agona,ᎠᎪᎾ,noun,,,famine,,ạgona,,,False,144.1
141,ced,agoniha,ᎠᎪᏂᎭ,verb (v.i.),,,he/she is target practicing,,ágonị́ha,1st person singular with animate/ inanimate object:gagoniha^ᎦᎪᏂᎭ^gágonị́ha|3rd person singular non-progressive remote past tense:ugonvhv’i^ᎤᎪᏅᎲᎥ^úgonvhv̌’i|3rd person singular present habitual:agonisgo’i^ᎠᎪᏂᏍᎪᎢ^ágonǐsgọ́’i|imperative with animate/ inanimate direct objects:hagona^ᎭᎪᎾ^hàgǒna|3rd person singular infinitive:ugonhdi^ᎤᎪᏅᏗ^ùgǒnhdi,,False,145.1
142,ced,agosdagisdi,ᎠᎪᏍᏓᎩᏍᏗ,noun,,,lettuce,,ạgósdạgîsdi,,,False,146.1
143,ced,agosdi,ᎠᎪᏍᏗ,adjective,,,raw,,ạgősdi,plural:anigosdi^ᎠᏂᎪᏍᏗ^ạnigősdi,,False,147.1
144,ced,agowhtiha,ᎠᎪᏩᏘᎭ,verb (v.t.),,,he/she sees him/her,,àgọwhtị́ha,1st person singular with animate object:jigowhtiha^ᏥᎪᏩᏘᎭ^jigòwhtị́ha|1st person singular with inanimate object:jigowhtiha^ᏥᎪᏩᏘᎭ^jịgòwhtịha|3rd person singular non-progressive remote past tense:ugohv’i^ᎤᎪᎲᎢ^ùgohv̌’i|3rd person singular present habitual:agowhtisgo’i^ᎠᎪᏩᏘᏍᎪᎢ^àgọwhtǐsgọ́’i|imperative with animate direct objects:higowahta^ᎯᎪᏩᏔ^higòwạhta|imperative with inanimate direct objects:higohwahta^ᎯᎪᏩᏔ^hịgohwạhta|3rd person singular infinitive:ugowhtvhdi^ᎤᎪᏩᏛᏗ^ugọwhtṿ́hdi,,False,148.1
145,ced,agowhtvhdi,ᎠᎪᏩᏛᏗ,noun,,,sight,,ạgôwhtṿhdi,,,False,149.1
146,ced,agowhtvhdiha,ᎠᎪᏩᏛᏗᎭ,verb (v.t.),,,he/she is showing it to him/her,,àgọwhtṿhdị́ha,1st person singular with animate/ inanimate object:jigowhtvhdiha^ᏥᎪᏩᏛᏗᎭ^jigòwhtṿhdị́ha|3rd person singular non-progressive remote past tense:ugowhtvhtanv’i^ᎤᎪᏩᏛᏔᏅᎢ^ùgọwhtṿhtạnv́’i|3rd person singular present habitual:agowhtvhdisgo’i^ᎠᎪᏩᏛᏗᏍᎪᎢ^àgọwhtṿhdǐsgọ́’i|imperative with animate/ inanimate direct objects:higowhtvhda^ᎯᎪᏩᏛᏓ^higòwhtṿhda|3rd person singular infinitive:ugowhtvhdohdi^ᎤᎪᏩᏛᏙᏗ^ugọwhtṿhdọ́hdi,,False,150.1
147,ced,Agusa,ᎠᎫᏌ,noun,,,creek,,ạgǔsa,plural:Anigusa^ᎠᏂᎫᏌ^ạnigǔsa,,False,151.1
148,ced,agvdageni,ᎠᎬᏓᎨᏂ,noun,,,his/her forehead,,ạgvdạge̋ni,,,False,152.1
149,ced,agvhaliha,ᎠᎬᎭᎵᎭ,verb (v.t.),,,he/she is cutting it,,àgvhạlị́ha,1st person singular with animate/ inanimate object:jigv’aliha^ᏥᎬᎠᎵᎭ^jịgṿ’ạlị́ha|3rd person singular non-progressive remote past tense:ugvhalvhv’i^ᎤᎬᎭᎸᎲᎢ^ùgvhạlvhv̌’i|3rd person singular present habitual:agvhalisgo’v^ᎠᎬᎭᎵᏍᎪᎢ^àgvhạlǐsgọ́’v|imperative with animate/ inanimate direct objects:higvhala^ᎯᎬᎭᎳ^hịgvhạla|3rd person singular infinitive:ugvhahldi^ᎤᎬᎭᏟᏗ^ugvhạhldi,,False,153.1
150,ced,agvhaluysga,ᎠᎬᎭᎷᏯᏍᎦ,verb (v.t.),,,he/she is chopping it up,,àgvhạ́lûysga,1st person singular with animate/ inanimate object:jigv’aluysga^ᏥᎬᎠᎷᏯᏍᎦ^jịgṿ’ạlûysga|3rd person singular non-progressive remote past tense:ugvhaluhyv’i^ᎤᎬᎭᎷᏴᎢ^ùgvhạlûhyv̌’i|3rd person singular present habitual:agvhaluysgo’i^ᎠᎬᎭᎷᏯᏍᎪᎢ^àgvhạlûysgó’i|imperative with animate/ inanimate direct objects:higvhaluhya^ᎯᎬᎭᎷᏯ^hịgvhạlùhya|3rd person singular infinitive:ugvhaluysdi^ᎤᎬᎭᎷᏯᏍᏗ^ugvhạlùysdi,,False,154.1
151,ced,agvhalvda,ᎠᎬᎭᎸᏓ,adjective,,,a piece of something that’s been cut,,ạgvhạlv̋da,plural:digvhalvda^ᏗᎬᎭᎸᏓ^digvhạlv̋da,,False,155.1
152,ced,agvhnage’i,ᎠᎬᎿᎨᎢ,noun,,,black person,,ạgv̌hnạ́ge̋’i,plural:anigvhnage’i^ᎠᏂᎬᎿᎨᎢ^ạnigv̌hnạ́ge̋’i,,False,156.1
153,ced,agvsgolvsga,ᎠᎬᏍᎪᎸᏍᎦ,verb (v.t.),,,he/she is scolding him/her,,àgvsgǒlv̂sga,1st person singular with animate/ inanimate object:jigvsgolvsga^ᏥᎬᏍᎪᎸᏍᎦ^jigv̀sgǒlv̂sga|3rd person singular non-progressive remote past tense:ugvsgolvnv’i^ᎤᎬᏍᎪᎸᏅᎢ^ùgvsgǒlv̂nv̌’i|3rd person singular present habitual:agvsgolvsgo’i^ᎠᎬᏍᎪᎸᏍᎪᎢ^àgvsgǒlv̂sgó’i|imperative with animate/ inanimate direct objects:higvsgolv’vga^ᎯᎬᏍᎪᎸᎥᎦ^higv̀sgolṿ’v̀ga|3rd person singular infinitive:ugvsgolvdi^ᎤᎬᏍᎪᎸᏗ^ugvsgǒlv̂di,,False,157.1
154,ced,agvsgwo’a,ᎠᎬᏍᏉᎠ,verb (v.i.),,,he/she is washing his face,,àgvsgwó’a,1st person singular with animate/ inanimate object:gagvsgwo’a^ᎦᎬᏍᏉᎠ^gạgv̀sgwó’a|3rd person singular non-progressive remote past tense:ugvsgwo’v’i^ᎤᎬᏍᏉᎥᎢ^ùgvsgwó’v̌’i|3rd person singular present habitual:agvsgwosgo’i^ᎠᎬᏍᏉᏍᎪᎢ^àgvsgwósgó’i|imperative with animate/ inanimate direct objects:hagvsgwoja^ᎭᎬᏍᏉᏣ^hạgvsgwǒja|3rd person singular infinitive:ugvsgwosdi^ᎤᎬᏍᏉᏍᏗ^ugvsgwòsdi,,False,158.1
155,ced,ahalada,ᎠᎭᎳᏓ,noun,,,loudmouth,,ạhạla̋da,plural:dinihalada^ᏗᏂᎭᎳᏓ^dinihạla̋da,,False,160.1
156,ced,ahalugi’a,ᎠᎭᎷᎩᎠ,verb (v.t.),,,he/she is diverting him/her,,àhạlǔgị́’a,1st person singular with animate/ inanimate object:ji’alugi’a^ᏥᎠᎷᎩᎠ^jị’ạlǔgị́’a|3rd person singular non-progressive remote past tense:uhalugisv’i^ᎤᎭᎷᎩᏒᎢ^ùhạlǔgîsv̌’i|3rd person singular present habitual:ahalugisgo’i^ᎠᎭᎷᎩᏍᎪᎢ^àhạlǔgîsgó’i|imperative with animate/ inanimate direct objects:hi’alugi^ᎯᎠᎷᎩ^hị’ạlǔgi|3rd person singular infinitive:uhalugisdi^ᎤᎭᎷᎩᏍᏗ^uhạlǔgîsdi,,False,161.1
157,ced,ahani,ᎠᎭᏂ,adverb,,,here,,ạ́hạni,nan:ahni^ᎠᏂ^ạ́hni,,False,162.1
158,ced,ahawi,ᎠᎭᏫ,noun,,,deer,,ạhạwi,plural:ahwi^ᎠᏫ^ạhwi,,False,163.1
159,ced,ahawosdiha,ᎠᎭᏬᏍᏗᎭ,verb (v.t.),,,he/she is smothering him/her,,àhạwósdịha,1st person singular with animate/ inanimate object:ji’awosdiha^ᏥᎠᏬᏍᏗᎭ^jị’ạwósdịha|3rd person singular non-progressive remote past tense:uhawostanv’i^ᎤᎭᏬᏍᏔᏅᎢ^ùhạwóstạnv̌’i|3rd person singular present habitual:ahawosdisgo’i^ᎠᎭᏬᏍᏗᏍᎪᎢ^àhạwósdisgó’i|imperative with animate/ inanimate direct objects:hi’awosda^ᎯᎠᏬᏍᏓ^hị’ạwòsda|3rd person singular infinitive:uhawosdohdi^ᎤᎭᏬᏍᏙᏗ^uhạwòsdọhdi,,False,164.1
160,ced,ahida,ᎠᎯᏓ,adjective,,,easy,,ạhi̋da,plural:dihida^ᏗᎯᏓ^dihi̋da,,False,165.1
161,ced,ahidoha,ᎠᎯᏙᎭ,verb (v.t.),,,he/she is handling it,,àhǐdôha,1st person singular with animate/ inanimate object:ji’idoha^ᏥᎢᏙᎭ^jị’ǐdôha|3rd person singular non-progressive remote past tense:uhidolv’i^ᎤᎯᏙᎸᎢ^ùhǐdôlv̌’i|3rd person singular present habitual:ahidoho’i^ᎠᎯᏙᎰᎢ^àhǐdôhó’i|imperative with animate/ inanimate direct objects:hihida^ᎯᎯᏓ^hịhǐda|3rd person singular infinitive:uhidasdi^ᎤᎯᏓᏍᏗ^uhǐdâsdi,,False,166.1
162,ced,ahiha,ᎠᎯᎭ,verb (v.t.),,,he/she is killing him/her,,àhị́ha,1st person singular with animate/ inanimate object:ji’iha^ᏥᎢᎭ^jị’ị́ha|3rd person singular non-progressive remote past tense:uhlv’i^ᎤᏢᎢ^ùhlv̌’i|3rd person singular present habitual:ahiho’i^ᎠᎯᎰᎢ^àhịhó’i|imperative with animate/ inanimate direct objects:hiluga^ᎯᎷᎦ^hilùga|3rd person singular infinitive:uhisdi^ᎤᎯᏍᏗ^uhịsdi,,False,167.1
163,ced,ahi’leha,ᎠᎯᎴᎭ,verb (v.t.),,,he/she has possession of a vehicle,,àhị́’leha,1st person singular with animate/ inanimate object:ji’ileha^ᏥᎢᎴᎭ^jị’ị́leha|3rd person singular present habitual:ahi’leho’i^ᎠᎯᎴᎰᎢ^àhị́’lehó’i|3rd person singular infinitive:uhi’lvsdi^ᎤᎯᎸᏍᏗ^uhị’lv̀sdi,,False,168.1
164,ced,ahi’li,ᎠᎯᎵ,verb (v.t.),,,he/she is driving it,,àhị́’li,1st person singular with animate/ inanimate object:ji’ili^ᏥᎢᎵ^jị’ị́li|3rd person singular non-progressive remote past tense:uhi’lvsv’i^ᎤᎯᎸᏒᎢ^ùhị́’lv́sv̌’i|3rd person singular present habitual:ahi’liso’i^ᎠᎯᎵᏐᎢ^àhị́’lísó’i|3rd person singular infinitive:uhi’lvsdi^ᎤᎯᎸᏍᏗ^uhị’lv̀sdi,,False,169.1
165,ced,ahilvsdi’i,ᎠᎯᎸᏍᏗᎢ,noun,,,steering wheel,,ạhịlv̀sdi̋’i,plural:dihi’lvsdi’i^ᏗᎯᎸᏍᏗᎢ^dihị’lv̀sdi̋’i,,False,170.1
166,ced,ahiya’a,ᎠᎯᏯᎠ,verb (v.t.),,,he/she is leaving it behind,,àhiyạ́’a,1st person singular with animate/ inanimate object:ji’iya’a^ᏥᎢᏯᎠ^jị’iyạ́’a|3rd person singular non-progressive remote past tense:uhiyv’i^ᎤᎯᏴᎢ^ùhíyv̌’i|3rd person singular present habitual:ahiyasgo’i^ᎠᎯᏯᏍᎪᎢ^àhiyâsgó’i|imperative with animate/ inanimate direct objects:hihiya^ᎯᎯᏯ^hịhǐya|3rd person singular infinitive:uhiyasdi^ᎤᎯᏯᏍᏗ^uhǐyâsdi,,False,171.1
167,ced,ahlahvsga,ᎠᏝᎲᏍᎦ,verb (v.t.),,,he/she is placing it on something,,àhlạhṿ́sga,1st person singular with animate/ inanimate object:jihlahvsga^ᏥᏝᎲᏍᎦ^jìhlạhṿ́sga|3rd person singular non-progressive remote past tense:uhlahnv’i^ᎤᏝᏅᎢ^ùhlạhnv̌’i|3rd person singular present habitual:ahlahvsgo’i^ᎠᏝᎲᏍᎪᎢ^àhlạhṿ́sgọ́’i|imperative with animate/ inanimate direct objects:hihlahvga^ᎯᏝᎲᎦ^hịhlạhv̀ga|3rd person singular infinitive:uhlohdi^ᎤᏠᏗ^uhlọhdi,,False,172.1
168,ced,ahlawidiha,ᎠᏝᏫᏗᎭ,verb (v.i.),,,he/she is taking off flying,,àhlạwidị́ha,1st person singular with animate/ inanimate object:gadlawidiha^ᎦᏜᏫᏗᎭ^gạdlạwidị́ha|3rd person singular non-progressive remote past tense:uhlawidvhv’i^ᎤᏝᏫᏛᎲᎢ^ùhlạwidvhv̌’i|3rd person singular present habitual:ahlawidisgo’i^ᎠᏝᏫᏗᏍᎪᎢ^àhlạwidǐsgọ́’i|imperative with animate/ inanimate direct objects:hahlawida^ᎭᏝᏫᏓ^hạhlạwǐda|3rd person singular infinitive:uhlawitdi^ᎤᏝᏫᏘᏗ^uhlạwitdi,,False,173.1
169,ced,ahlawidisgi,ᎠᏝᏫᏗᏍᎩ,noun,,,something that flies,,ạhlạwidi̋sgi,plural:dihlawidisgi^ᏗᏝᏫᏗᏍᎩ^dihlạwidi̋sgi,,False,174.1
170,ced,ahlawitdiha,ᎠᏝᏫᏘᏗᎭ,verb (v.t.),,,he/she is making him/her fly,,àhlạwitdị́ha,1st person singular with animate object:jiyadlawitdiha^ᏥᏯᏜᏫᏘᏗᎭ^jiyạdlạwitdị́ha|1st person singular with inanimate object:gadlawitdiha^ᎦᏜᏫᏘᏗᎭ^gạdlạwitdị́ha|3rd person singular non-progressive remote past tense:uhlawitdanv’i^ᎤᏝᏫᏘᏓᏅᎢ^ùhlạwitdạ́nv́’i|3rd person singular present habitual:ahlawitdisgo’i^ᎠᏝᏫᏘᏗᏍᎪᎢ^àhlạwitdǐsgọ́’i|imperative with animate direct objects:hiyadlawitda^ᎯᏯᏜᏫᏘᏓ^hiyạdlạwitda|imperative with inanimate direct objects:hahlawitda^ᎭᏝᏫᏘᏓ^hạhlạwitda|3rd person singular infinitive:uhlawitdohdi^ᎤᏝᏫᏘᏙᏗ^uhlạwitdọ́hdi,,False,175.1
171,ced,ahlawitdisgi,ᎠᏝᏫᏗᏗᏍᎩ,noun,,,person who makes it fly,,ạhlạwitdi̋sgi,plural:anahlawitdisgi^ᎠᎾᏝᏫᏗᏗᏍᎩ^ạnạhlạwitdi̋sgi,,False,176.1
172,ced,ahligi’a,ᎠᏟᎩᎠ,verb (v.i.),,,he/she is having a nightmare,,àhlịgí’a,1st person singular with animate/ inanimate object:gadligi’a^ᎦᏟᎩᎠ^gạdlịgí’a|3rd person singular non-progressive remote past tense:uhligisv’i^ᎤᏟᎩᏒᎢ^ùhlịgísv̌’i|3rd person singular present habitual:ahligisgo’i^ᎠᏟᎩᏍᎪᎢ^àhlịgísgó’i|imperative with animate/ inanimate direct objects:hahligi^ᎭᏟᎩ^hạhlịgi|3rd person singular infinitive:uhligisdi^ᎤᏟᎩᏍᏗ^uhlịgìsdi,,False,177.1
173,ced,ahli’ilidoha,ᎠᏟᎢᎵᏙᎭ,verb (v.i.),,,it’s taking time,,àhlị́’ịlǐdôha,3rd person singular non-progressive remote past tense:uhli’ilidolv’i^ᎤᏟᎢᎵᏙᎸᎢ^ùhlị́’ịlǐdôlv̌’i|3rd person singular present habitual:ahli’ilidoho’i^ᎠᏟᎢᎵᏙᎰᎢ^àhlị́’ịlǐdôhó’i|3rd person singular infinitive:uhli’ilidasdi^ᎤᏟᎢᎵᏓᏍᏗ^uhlị’ịlǐdâsdi,,False,178.1
174,ced,ahlilo’a,ᎠᏟᎶᎠ,verb (v.t.),,,he/she is measuring it,,àhliló’a,1st person singular with animate/ inanimate object:gadlilo’a^ᎦᏟᎶᎠ^gạdliló’a|3rd person singular non-progressive remote past tense:uhlilo’v’i^ᎤᏟᎶᎥᎢ^ùhliló’v̌’i|3rd person singular present habitual:ahlilosgo’i^ᎠᏟᎶᏍᎪᎢ^àhlilósgó’i|imperative with animate/ inanimate direct objects:hahliloja^ᎭᏟᎶᏣ^hạhlilǒja|3rd person singular infinitive:uhlilosdi^ᎤᏟᎶᏍᏗ^uhlilòsdi,,False,179.1
175,ced,ahlilosdi,ᎠᏟᎶᏍᏗ,noun,,,ruler,,ạhlilősdi,plural:dihlilosdi^ᏗᏟᎶᏍᏗ^dihlilősdi,,False,180.1
176,ced,ahliyvhgwidvsga,ᎠᏟᏴᏈᏛᏍᎦ,verb (v.i.),,,it’s bending,,àhlịyṿhgwịdv̂sga,3rd person singular non-progressive remote past tense:uhliyvhgwidvnv’i^ᎤᏟᏴᏈᏛᏅᎢ^ùhlịyṿhgwịdv̂nv̌’i|3rd person singular present habitual:ahliyvhgwidvsgo’i^ᎠᏟᏴᏈᏛᏍᎪᎢ^àhlịyṿhgwịdv̂sgó’i|3rd person singular infinitive:uhliyvhgwidvdi^ᎤᏟᏴᏈᏛᏗ^uhlịyṿhgwịdv̀di,,False,181.1
177,ced,ahliyvsanawsdiha,ᎠᏟᏴᏌᎾᏩᏍᏗᎭ,verb (v.i.),,,he/she is snorting,,àhlịyv̌sạ́nàwsdị́ha,1st person singular with animate/ inanimate object:galiyvsanawsdiha^ᎦᎵᏴᏌᎾᏩᏍᏗᎭ^gạlìyv̌sạ́nàwsdị́ha|3rd person singular non-progressive remote past tense:uhliyvsanawstanv’i^ᎤᏟᏴᏌᎾᏩᏍᏔᏅᎢ^ùhlịyv̌sạ́nàwstạnv́’i|3rd person singular present habitual:ahliyvsanawsdisgo’i^ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ^àhlịyv̌sạ́nàwsdǐsgọ́’i|imperative with animate/ inanimate direct objects:hahliyvsanawsda^ᎭᏟᏴᏌᎾᏩᏍᏓ^hạhlịyvsạnàwsda|3rd person singular infinitive:uhliyvsanawsdohdi^ᎤᏟᏴᏌᎾᏩᏍᏙᏗ^uhlịyv̌sạ́nàwsdọ́hdi,,False,182.1
178,ced,ahljadohvsga,ᎠᎵᏣᏙᎲᏍᎦ,verb (v.i.),,,he/she is preaching,,àhljạdǒhṿ́sga,1st person singular with animate/ inanimate object:galijadohvsga^ᎦᎵᏣᏙᎲᏍᎦ^gạlìjạdǒhṿ́sga|3rd person singular non-progressive remote past tense:uhljadohnv’i^ᎤᎵᏣᏙᏅᎢ^ùhljạdǒhnv́’i|3rd person singular present habitual:ahljadohvsgo’i^ᎠᎵᏣᏙᎲᏍᎪᎢ^àhljạdǒhṿ́sgó’i|imperative with animate/ inanimate direct objects:hahljadohvga^ᎭᎵᏣᏙᎲᎦ^hạhljạdohv̀ga|3rd person singular infinitive:uhljatdi^ᎤᎵᏣᏘᏗ^ụhljạ́tdi,,False,183.1
179,ced,ahljadohvsgi,ᎠᎵᏣᏙᎲᏍᎩ,noun,,,preacher,,ạhljạdőhṿsgi,plural:anahljadohvsgi^ᎠᎾᎵᏣᏙᎲᏍᎩ^ạnạhljạdőhṿsgi,,False,184.1
180,ced,ahlkodvsga,ᎠᎵᎪᏛᏍᎦ,verb (v.i.),,,it’s shattering,,àhlkodvsga,3rd person singular non-progressive remote past tense:uhlkodvhnv’i^ᎤᎵᎪᏛᏅᎢ^ùhlkodvhnv̌’i|3rd person singular present habitual:ahlkodvsgo’i^ᎠᎵᎪᏛᏍᎪᎢ^àhlkodvsgó’i,,False,185.1
181,ced,ahlkotdiha,ᎠᎵᎪᏛᏗᎭ,verb (v.t.),,,he/she is shattering it,,àhlkotdị́ha,1st person singular with animate/ inanimate object:galikotdiha^ᎦᎵᎪᏛᏗᎭ^gạlìkotdị́ha|3rd person singular non-progressive remote past tense:uhlkottanv’i^ᎤᎵᎪᏛᏔᏅᎢ^ùhlkottạnv́’i|3rd person singular present habitual:ahlkotdisgo’i^ᎠᎵᎪᏛᏗᏍᎪᎢ^àhlkotdǐsgọ́’i|imperative with animate/ inanimate direct objects:hahlkotda^ᎭᎵᎪᏛᏓ^hạhlkotda|3rd person singular infinitive:uhlkotdohdi^ᎤᎵᎪᏛᏙᏗ^ụhlkotdọ́hdi,,False,186.1
182,ced,ahlohdi,ᎠᏠᏗ,noun,,,phonograph record,,ạ́hlọhdi,plural:dihlohdi^ᏗᏠᏗ^dǐhlọhdi,,False,187.1
183,ced,ahlosga,ᎠᏠᏍᎦ,verb (v.t.),,,he/she is beating him/her at a game,,àhlosga,1st person singular with animate/ inanimate object:jihlosga^ᏥᏠᏍᎦ^jìhlosga|3rd person singular non-progressive remote past tense:uhlosv’i^ᎤᏠᏒᎢ^ùhlosv̌’i|3rd person singular present habitual:ahlosgo’i^ᎠᏠᏍᎪᎢ^àhlosgó’i|imperative with animate/ inanimate direct objects:hihlohi^ᎯᏠᎯ^hìhlǒhi|3rd person singular infinitive:uhlohisdi^ᎤᏠᎯᏍᏗ^uhlohịsdi,,False,188.1
184,ced,ahltawo’a,ᎠᎵᏔᏬᎠ,verb (v.i.),,,he/she is combing his/her hair,,àhltạwó’a,1st person singular with animate/ inanimate object:galitawo’a^ᎦᎵᏔᏬᎠ^gạlìtạwó’a|3rd person singular non-progressive remote past tense:uhltawo’v’i^ᎤᎵᏔᏬᎥᎢ^ùhltạwó’v̌’i|3rd person singular present habitual:ahltawosgo’i^ᎠᎵᏔᏬᏍᎪᎢ^àhltạwósgó’i|imperative with animate/ inanimate direct objects:hahltawoja^ᎭᎵᏔᏬᏣ^hạhltạwǒja|3rd person singular infinitive:uhltawosdi^ᎤᎵᏔᏬᏍᏗ^ụhltạwòsdi,,False,189.1
185,ced,ahltawosdi,ᎠᎵᏔᏬᏍᏗ,noun,,,comb,,ạhltạwósdi,plural:dihltawosdi^ᏗᎵᏔᏬᏍᏗ^dịhltạwósdi,,False,190.1
186,ced,ahltelvhvsga,ᎠᎵᏖᎸᎲᏍᎦ,verb (v.i.),,,he/she is moving,,àhltélvhṿ́sga,1st person singular with animate/ inanimate object:galitelvhvsga^ᎦᎵᏖᎸᎲᏍᎦ^gạlìtélvhṿ́sga|3rd person singular non-progressive remote past tense:uhltelvhnv’i^ᎤᎵᏖᎸᏅᎢ^ùhltélvhnv̌’i|3rd person singular present habitual:ahltelvhvsgo’i^ᎠᎵᏖᎸᎲᏍᎪᎢ^àhltélvhṿsgó’i|imperative with animate/ inanimate direct objects:hahltelvhvga^ᎭᎵᏖᎸᎲᎦ^hạhltèlvhv̀ga|3rd person singular infinitive:uhltehldi^ᎤᎵᏖᎸᏗ^ụhltèhldi,,False,191.1
187,ced,ahnawa’iyv’a,ᎠᎿᏩᎢᏴᎠ,verb (v.t.),,,he/she is changing his/her shirt,,àhnạwạ́’iyv́’a,1st person singular with animate/ inanimate object:ganiwa’iyv’a^ᎦᏂᏩᎢᏴᎠ^gạnìwạ́’iyv́’a|3rd person singular non-progressive remote past tense:uhnawa’iyvsv’i^ᎤᎿᏩᎢᏴᏒᎢ^ùhnạwạ́’iyv́sv̌’i|3rd person singular present habitual:ahnawa’iyvsgo’i^ᎠᎿᏩᎢᏴᏍᎪᎢ^àhnạwạ́’iyv́sgó’i|imperative with animate/ inanimate direct objects:hahnawa’iyvna^ᎭᎿᏩᎢᏴᎾ^hạhnạwạ’iyv̌na|3rd person singular infinitive:uhnawa’iyvsdi^ᎤᎿᏩᎢᏴᏍᏗ^uhnạwạ’ǐyv̂sdi,,False,192.1
188,ced,ahnawe’a,ᎠᎿᏪᎠ,verb (v.t.),,,he/she is taking his/her shirt off,,àhnạwé’a,1st person singular with animate/ inanimate object:ganiwe’a^ᎦᏂᏪᎠ^gạnìwé’a|3rd person singular non-progressive remote past tense:uhnawesv’i^ᎤᎿᏪᏒᎢ^ùhnạwésv̌’i|3rd person singular present habitual:ahnawesgo’i^ᎠᎿᏪᏍᎪᎢ^àhnạwésgó’i|imperative with animate/ inanimate direct objects:hahnawagi^ᎭᎿᏩᎩ^hạhnạwạgi|3rd person singular infinitive:uhnawesdi^ᎤᎿᏪᏍᏗ^uhnạwèsdi,,False,193.1
189,ced,ahnawo,ᎠᎿᏬ,noun,,,shirt,,ạhnạwo,plural:dihnawo^ᏗᎿᏬ^dihnạwo,,False,194.1
190,ced,ahnawo’a,ᎠᎿᏬᎠ,verb (v.t.),,,he/she is putting on a shirt,,àhnạwó’a,1st person singular with animate/ inanimate object:ganiwo’a^ᎦᏂᏬᎠ^gạnìwó’a|3rd person singular non-progressive remote past tense:uhnawo’v’i^ᎤᎿᏬᎥᎢ^ùhnạwó’v̌’i|3rd person singular present habitual:ahnawosgo’i^ᎠᎿᏬᏍᎪᎢ^àhnạwósgó’i|imperative with animate/ inanimate direct objects:hahnawoja^ᎭᎿᏬᏣ^hạhnạwǒja|3rd person singular infinitive:uhnawosdi^ᎤᎿᏬᏍᏗ^uhnạwòsdi,,False,195.1
191,ced,ahneha,ᎠᏁᎭ,verb (v.t.),,,he/she is giving it to him/her,,àhnẹha,1st person singular with animate/ inanimate object:jineha^ᏥᏁᎭ^jìnẹha|3rd person singular non-progressive remote past tense:uhnelv’i^ᎤᏁᎸᎢ^ùhnělv́’i|3rd person singular present habitual:ahneho’i^ᎠᏁᎰᎢ^àhněhọ́’i|imperative with animate/ inanimate direct objects:hi’vsi^ᎯᎥᏏ^hị’ṿsi|3rd person singular infinitive:uhnehdi^ᎤᏁᏗ^uhnẹ́hdi,,False,196.1
192,ced,ahnehiha,ᎠᏁᎯᎭ,verb (v.i.),,,he/she is wrestling,,áhněhị́ha,1st person singular with animate/ inanimate object:gahnehiha^ᎦᏁᎯᎭ^gáhněhị́ha|3rd person singular non-progressive remote past tense:uhnehlv’i^ᎤᏁᏢᎢ^úhněhlv́’i|3rd person singular present habitual:ahnehiho’i^ᎠᏁᎯᎰᎢ^áhněhị́hó’i|imperative with animate/ inanimate direct objects:hahnega^ᎭᏁᎦ^hàhněga|3rd person singular infinitive:uhnesdi^ᎤᏁᏍᏗ^ùhněsdi,,False,197.1
193,ced,ahnehldiha,ᎠᏁᏟᏗᎭ,verb (v.t.),,,he/she is interpreting it,,àhnẹ́hldịha,1st person singular with animate/ inanimate object:ganehldiha^ᎦᏁᏟᏗᎭ^gànẹ́hldịha|3rd person singular non-progressive remote past tense:uhnehltanv’i^ᎤᏁᏟᏔᏅᎢ^ùhnẹ́hltạnv̌’i|3rd person singular present habitual:ahnehldisgo’i^ᎠᏁᏟᏗᏍᎪᎢ^àhnẹ́hldisgó’i|imperative with animate/ inanimate direct objects:hahnehlda^ᎭᏁᏟᏓ^hahnẹhlda|3rd person singular infinitive:uhnehldohdi^ᎤᏁᏟᏙᏗ^uhnẹ́hldọhdi,,False,198.1
194,ced,ahnehltanv’i,ᎠᏁᏟᏔᏅᎢ,noun,,,interpretation,,ahnẹ́hltạnv̋’i,plural:dihnehltanv’i^ᏗᏁᏟᏔᏅᎢ^dihnẹ́hltạnv̋’i,,False,199.1
